year,skater,sp_total,sp_tes,sp_pc,quads_in_sp,fs_total,fs_tes,fs_pc,quads_in_fs,total_quads,total_score,tes_total,pcs_total,tes_pcs_ratio,score_momentum,quad_era
2005,Lambiel,80.28,42.56,37.72,1,144.18,67.32,76.86,2,3,224.46,109.88,114.58,0.9589806248909059,63.900000000000006,0
2005,Buttle,77.39,40.5,36.89,0,136.3,63.42,74.88,0,0,213.69,103.92,111.77,0.9297664847454594,58.91000000000001,0
2005,Sandhu,67.3,33.72,33.58,1,134.13,62.25,72.88,1,2,201.43,95.97,106.46,0.9014653390944957,66.83,0
2005,Lysacek,73.42,38.71,34.71,0,133.74,63.18,70.56,0,0,207.16000000000003,101.89,105.27000000000001,0.9678920870143439,60.32000000000001,0
2005,Van Der Perren,66.51,34.68,31.83,0,133.51,68.71,64.8,0,0,200.01999999999998,103.38999999999999,96.63,1.0699575701128012,66.99999999999999,0
2005,Weir,70.5,35.93,35.57,0,133.36,60.72,72.64,0,0,203.86,96.65,108.21000000000001,0.8931706866278533,62.860000000000014,0
2005,Li,72.61,38.86,33.75,1,130.83,64.27,66.56,2,3,203.44,103.13,100.31,1.02811285016449,58.22000000000001,0
2005,Dambier,68.1,37.03,31.07,1,130.3,63.6,66.7,1,2,198.4,100.63,97.77000000000001,1.0292523268896387,62.20000000000002,0
2005,Goebel,62.95,31.95,32.0,1,129.84,68.04,63.8,1,2,192.79000000000002,99.99000000000001,95.8,1.0437369519832986,66.89,0
2005,Lindemann,53.46,22.18,33.28,1,127.58,62.28,66.3,1,2,181.04,84.46000000000001,99.58,0.8481622815826472,74.12,0
2005,Dinev,55.66,26.27,29.39,0,126.72,65.78,60.94,0,0,182.38,92.05,90.33,1.0190412930366435,71.06,0
2005,Zhang,54.81,27.42,28.39,1,123.17,67.67,55.5,2,3,177.98000000000002,95.09,83.89,1.1335081654547623,68.36,0
2005,Joubert,79.66,41.95,37.71,1,122.63,53.97,70.66,1,2,202.29,95.92,108.37,0.8851158069576451,42.97,0
2005,Berntsson,64.54,35.29,29.25,0,119.22,65.02,54.2,0,0,183.76,100.31,83.45,1.20203714799281,54.67999999999999,0
2005,Dobrin,58.58,28.32,30.26,0,116.92,59.58,57.34,0,0,175.5,87.9,87.60000000000001,1.0034246575342465,58.34,0
2005,Griazev,70.69,37.41,33.28,0,116.39,52.51,64.88,1,1,187.07999999999998,89.91999999999999,98.16,0.9160554197229013,45.7,0
2005,Chiper,56.87,30.25,28.62,0,113.06,55.34,59.72,0,0,169.93,85.59,88.34,0.9688702739415893,56.190000000000005,0
2005,Takahashi,72.18,39.58,32.6,1,108.04,50.12,60.92,0,1,180.22000000000003,89.69999999999999,93.52000000000001,0.9591531223267747,35.86,0
2005,Zelenka,55.55,29.19,26.36,0,106.22,54.36,51.86,0,0,161.76999999999998,83.55,78.22,1.068141140373306,50.67,0
2005,Serov,58.13,32.46,25.67,0,106.19,55.27,50.92,0,0,164.32,87.73,76.59,1.1454497976237106,48.059999999999995,0
2005,Othman,54.89,26.35,28.54,0,104.51,52.49,53.02,0,0,159.4,78.84,81.56,0.9666503187837175,49.620000000000005,0
2005,Davydov,49.59,22.03,28.56,0,99.76,47.56,52.2,0,0,149.35000000000002,69.59,80.76,0.8616889549281822,50.17,0
2005,Pfeifer,54.94,29.9,25.04,0,97.64,51.06,47.58,0,0,152.57999999999998,80.96000000000001,72.62,1.114844395483338,42.7,0
2006,Lambiel,77.41,39.49,37.92,1,156.58,78.7,77.88,2,3,233.99,118.19,115.8,1.0206390328151986,79.17000000000002,0
2006,Joubert,80.31,42.88,37.43,1,156.47,79.99,76.48,2,3,236.78,122.87,113.91,1.0786585901150032,76.16,0
2006,Lysacek,70.32,34.07,36.25,0,149.97,76.97,73.0,1,1,220.29,111.03999999999999,109.25,1.0163844393592676,79.65,0
2006,Sandhu,78.41,41.87,37.54,1,142.53,66.83,75.7,1,2,220.94,108.69999999999999,113.24000000000001,0.959908159660897,64.12,0
2006,Oda,78.25,41.49,36.76,0,136.73,66.43,70.3,0,0,214.98,107.92000000000002,107.06,1.0080328787595743,58.47999999999999,0
2006,Preaubert,61.62,31.15,31.47,0,136.15,73.23,62.92,0,0,197.77,104.38,94.39,1.1058374827841932,74.53,0
2006,Buttle,73.3,36.3,38.0,0,133.81,58.61,75.2,0,0,207.11,94.91,113.2,0.8384275618374558,60.510000000000005,0
2006,Weir,73.53,36.85,36.68,0,128.66,56.88,72.78,1,1,202.19,93.73,109.46000000000001,0.8562945368171021,55.129999999999995,0
2006,Savoie,69.25,35.87,33.38,0,128.08,60.72,68.36,0,0,197.33,96.59,101.74000000000001,0.9493807745232946,58.83000000000001,0
2006,Klimkin,68.72,34.69,34.03,1,126.41,58.99,67.42,1,2,195.13,93.68,101.45,0.923410547067521,57.69,0
2006,Davydov,66.07,35.0,31.07,0,125.54,63.2,62.34,0,0,191.61,98.2,93.41,1.051279306284124,59.47000000000001,0
2006,Chiper,64.95,33.34,31.61,0,125.29,59.31,65.98,0,0,190.24,92.65,97.59,0.949380059432319,60.34,0
2006,Zhang,59.7,28.41,31.29,1,124.78,62.22,62.56,2,3,184.48000000000002,90.63,93.85,0.9656899307405434,65.08,0
2006,Verner,67.05,35.29,31.76,0,124.5,61.78,64.72,1,1,191.55,97.07,96.48,1.0061152570480927,57.45,0
2006,Li,73.39,39.6,33.79,1,124.21,59.15,65.06,1,2,197.6,98.75,98.85,0.9989883662114315,50.81999999999999,0
2006,Griazev,57.96,29.02,29.94,1,121.58,63.14,58.44,0,1,179.54,92.16,88.38,1.0427698574338087,63.62,0
2006,Sawyer,53.23,23.01,31.22,0,120.02,57.46,62.56,0,0,173.25,80.47,93.78,0.8580720835999147,66.78999999999999,0
2006,Dinev,60.57,31.4,29.17,0,118.9,60.18,58.72,1,1,179.47,91.58,87.89,1.0419842985550118,58.330000000000005,0
2006,Kovalevski,65.67,35.21,30.46,0,117.82,57.16,60.66,0,0,183.49,92.37,91.12,1.013718173836699,52.14999999999999,0
2006,Serov,64.36,34.4,29.96,0,114.23,53.09,62.14,0,0,178.59,87.49000000000001,92.1,0.9499457111834964,49.870000000000005,0
2006,Smalun,65.92,35.18,30.74,0,112.11,50.33,61.78,0,0,178.03,85.50999999999999,92.52,0.9242325983571119,46.19,0
2006,Berntsson,56.21,27.53,28.68,0,110.37,54.93,56.44,0,0,166.58,82.46000000000001,85.12,0.96875,54.160000000000004,0
2006,Urbas,59.6,31.17,28.43,0,110.22,56.32,54.9,0,0,169.82,87.49000000000001,83.33,1.0499219968798754,50.62,0
2006,Zivanovic,56.39,31.46,24.93,0,101.44,49.44,53.0,0,0,157.82999999999998,80.9,77.93,1.0381111253689208,45.05,0
2007,Takahashi,74.51,36.94,37.57,0,163.44,86.52,76.92,1,1,237.95,123.46,114.49000000000001,1.0783474539261069,88.92999999999999,0
2007,Lambiel,72.7,35.85,37.85,0,160.65,82.49,78.16,2,2,233.35000000000002,118.34,116.00999999999999,1.0200844754762521,87.95,0
2007,Joubert,83.64,44.85,38.79,1,157.21,80.57,76.64,1,2,240.85000000000002,125.41999999999999,115.43,1.0865459585896213,73.57000000000001,0
2007,Verner,70.45,34.99,35.46,0,155.8,84.3,72.5,2,2,226.25,119.28999999999999,107.96000000000001,1.104946276398666,85.35000000000001,0
2007,Lysacek,73.49,37.42,36.07,1,148.69,77.05,71.64,1,2,222.18,114.47,107.71000000000001,1.0627611178163587,75.2,0
2007,Oda,67.17,32.17,35.0,0,142.77,74.63,68.14,0,0,209.94,106.8,103.14,1.0354857475276322,75.60000000000001,0
2007,Berntsson,66.09,34.88,31.21,0,140.2,75.36,64.84,0,0,206.29,110.24000000000001,96.05000000000001,1.1477355543987506,74.10999999999999,0
2007,Buttle,79.9,42.76,37.14,0,135.06,63.86,73.2,1,1,214.96,106.62,110.34,0.9662860250135944,55.16,0
2007,Lindemann,65.4,33.86,31.54,0,133.38,68.62,64.76,0,0,198.78,102.48,96.30000000000001,1.0641744548286602,67.97999999999999,0
2007,Weir,74.26,37.97,36.29,0,132.71,60.97,71.74,0,0,206.97000000000003,98.94,108.03,0.9158567064704248,58.45,0
2007,Preaubert,70.06,35.95,34.11,0,132.54,68.32,65.22,1,1,202.6,104.27,99.33,1.0497332125239103,62.47999999999999,0
2007,Davydov,70.72,37.61,33.11,0,132.33,68.69,63.64,0,0,203.05,106.3,96.75,1.0987080103359173,61.610000000000014,0
2007,Bradley,62.88,32.31,31.57,0,126.02,67.02,60.0,0,0,188.9,99.33,91.57,1.084743911761494,63.13999999999999,0
2007,Mabee,71.33,39.28,32.05,0,124.05,59.09,65.96,0,0,195.38,98.37,98.00999999999999,1.0036730945821857,52.72,0
2007,Ponsero,68.76,37.55,32.21,1,123.87,60.95,63.92,0,1,192.63,98.5,96.13,1.0246541142203267,55.11,0
2007,Sandhu,69.42,35.53,34.89,0,119.17,56.23,64.94,1,1,188.59,91.75999999999999,99.83,0.9191625763798457,49.75,0
2007,Zelenka,63.81,37.1,27.71,0,116.29,57.43,58.86,0,0,180.10000000000002,94.53,86.57,1.091948712024951,52.480000000000004,0
2007,Lutai,59.37,28.37,31.0,0,116.09,56.97,59.12,1,1,175.46,85.34,90.12,0.9469596094096759,56.720000000000006,0
2007,Voronov,60.5,29.92,30.58,0,116.07,59.57,56.5,0,0,176.57,89.49000000000001,87.08,1.0276757005052826,55.56999999999999,0
2007,Othman,63.71,33.08,30.63,0,114.68,56.42,59.26,0,0,178.39000000000001,89.5,89.89,0.9956613638891979,50.970000000000006,0
2007,Urbas,59.93,31.48,28.45,0,114.46,59.94,54.52,0,0,174.39,91.42,82.97,1.1018440400144631,54.529999999999994,0
2007,Macypura,61.25,37.28,23.97,0,113.69,64.19,50.5,0,0,174.94,101.47,74.47,1.3625621055458574,52.44,0
2007,Kovalevski,61.61,34.83,26.78,0,107.66,53.52,54.14,0,0,169.26999999999998,88.35,80.92,1.0918190805734058,46.05,0
2007,Wu,67.7,39.49,28.21,0,102.4,54.48,50.92,0,0,170.10000000000002,93.97,79.13,1.1875394919752307,34.7,0
2008,Buttle,82.1,44.07,38.03,0,163.07,84.29,78.78,0,0,245.17,128.36,116.81,1.0988785206746,80.97,0
2008,Joubert,77.75,41.14,38.61,1,153.47,74.11,79.36,1,2,231.22,115.25,117.97,0.9769432906671187,75.72,0
2008,Van Der Perren,70.24,37.03,33.21,0,145.78,78.78,67.0,0,0,216.01999999999998,115.81,100.21000000000001,1.1556730865183116,75.54,0
2008,Voronov,65.26,33.41,31.85,1,144.67,77.17,67.5,1,2,209.93,110.58,99.35,1.1130347257171616,79.40999999999998,0
2008,Weir,80.79,42.64,38.15,0,141.05,67.21,73.84,1,1,221.84000000000003,109.85,111.99000000000001,0.9808911509956245,60.260000000000005,0
2008,Takahashi,80.4,41.15,39.25,0,139.71,64.15,76.56,2,2,220.11,105.30000000000001,115.81,0.909247906053018,59.31,0
2008,Lambiel,79.12,40.57,38.55,1,138.76,63.04,75.72,2,3,217.88,103.61,114.27,0.906712172923777,59.639999999999986,0
2008,Kozuka,70.91,37.15,33.76,0,134.24,70.96,65.28,0,0,205.15,108.10999999999999,99.03999999999999,1.0915791599353797,63.33000000000001,0
2008,Carriere,68.2,37.06,31.14,0,133.49,66.77,67.72,0,0,201.69,103.83,98.86,1.0502731134938297,65.29,0
2008,Abbott,65.61,32.75,32.86,1,131.65,67.45,66.2,1,2,197.26,100.2,99.06,1.0115081768625076,66.04,0
2008,Chan,72.81,38.66,34.15,0,130.74,64.12,67.62,0,0,203.55,102.78,101.77000000000001,1.0099243391962267,57.93000000000001,0
2008,Davydov,68.19,36.58,31.61,0,128.6,65.36,63.24,0,0,196.79,101.94,94.85,1.0747496046389036,60.41,0
2008,Schultheiss,66.45,37.16,29.29,0,127.94,70.08,57.86,0,0,194.39,107.24,87.15,1.2305220883534136,61.489999999999995,0
2008,Urbas,61.65,35.04,26.61,0,125.83,68.69,57.14,0,0,187.48,103.72999999999999,83.75,1.2385671641791043,64.18,0
2008,Berntsson,69.02,38.48,30.54,0,124.7,61.68,64.02,0,0,193.72,100.16,94.56,1.0592216582064298,55.68000000000001,0
2008,Zelenka,64.05,35.8,28.25,0,123.6,63.68,59.92,0,0,187.64999999999998,99.47999999999999,88.17,1.128274923443348,59.55,0
2008,Nanri,60.89,32.06,28.83,0,118.99,63.61,55.38,0,0,179.88,95.67,84.21000000000001,1.1360883505521908,58.099999999999994,0
2008,Ponsero,64.46,34.47,29.99,1,117.6,59.74,58.86,1,2,182.06,94.21000000000001,88.85,1.0603263927968487,53.14,0
2008,Kovalevski,60.74,34.21,26.53,0,117.39,60.89,56.5,0,0,178.13,95.1,83.03,1.145369143683006,56.65,0
2008,Verner,79.87,41.44,38.43,0,112.07,43.15,69.92,2,2,191.94,84.59,108.35,0.7807106598984772,32.19999999999999,0
2008,Macypura,61.19,35.91,25.28,0,108.74,59.74,49.0,0,0,169.93,95.65,74.28,1.2876952073236403,47.55,0
2008,Othman,57.75,29.54,28.21,0,106.27,50.85,56.42,0,0,164.01999999999998,80.39,84.63,0.9498995628027886,48.519999999999996,0
2008,Li,53.99,26.34,27.65,0,101.76,53.34,48.42,1,1,155.75,79.68,76.07,1.0474562902589721,47.77,0
2008,Rakimgaliev,51.58,29.87,21.71,0,98.34,54.98,44.36,0,0,149.92000000000002,84.85,66.07,1.2842439836537007,46.760000000000005,0
2009,Lysacek,82.7,44.4,38.3,0,159.53,80.53,79.0,0,0,242.23000000000002,124.93,117.3,1.0650468883205457,76.83,0
2009,Chan,82.55,45.6,36.95,0,155.03,78.93,76.1,0,0,237.57999999999998,124.53,113.05,1.1015479876160992,72.48,0
2009,Joubert,84.4,46.0,38.4,1,151.57,75.77,76.8,1,2,235.97,121.77,115.19999999999999,1.05703125,67.16999999999999,0
2009,Verner,80.36,44.06,36.3,1,151.35,75.35,76.0,1,2,231.70999999999998,119.41,112.3,1.063312555654497,70.99,0
2009,Contesti,78.5,44.5,34.0,0,148.47,73.67,74.8,0,0,226.97,118.17,108.8,1.0861213235294118,69.97,0
2009,Ten,68.54,38.24,30.3,0,142.89,77.89,65.0,0,0,211.43,116.13,95.3,1.2185729275970618,74.34999999999998,0
2009,Kozuka,79.35,44.2,35.15,0,142.83,72.23,70.6,0,0,222.18,116.43,105.75,1.1009929078014185,63.48000000000002,0
2009,Oda,76.49,41.94,35.55,0,141.67,72.27,69.4,1,1,218.15999999999997,114.21,104.95,1.0882324916626964,65.17999999999999,0
2009,Lutai,68.95,39.1,29.85,0,136.04,75.14,61.9,1,1,204.99,114.24000000000001,91.75,1.245122615803815,67.08999999999999,0
2009,Abbott,72.15,35.7,36.45,0,132.52,60.02,72.5,0,0,204.67000000000002,95.72,108.95,0.878568150527765,60.370000000000005,0
2009,Ten,68.54,38.24,30.3,0,142.89,71.46,60.8,0,0,211.43,109.69999999999999,91.1,1.20417124039517,74.34999999999998,0
2009,Chipeur,70.45,38.2,32.25,0,131.63,66.73,64.9,0,0,202.07999999999998,104.93,97.15,1.0800823468862584,61.17999999999999,0
2009,Mroz,76.1,42.3,33.8,0,131.09,65.89,65.2,1,1,207.19,108.19,99.0,1.0928282828282827,54.99000000000001,0
2009,Voronov,72.15,40.4,31.75,1,129.89,66.09,63.8,1,2,202.04,106.49000000000001,95.55,1.1144950287807431,57.73999999999998,0
2009,Van Der Perren,70.15,36.6,33.55,0,128.2,64.5,63.7,1,1,198.35,101.1,97.25,1.0395886889460153,58.04999999999998,0
2009,Mura,70.35,39.1,31.25,0,124.62,65.62,60.0,0,0,194.97,104.72,91.25,1.1476164383561644,54.27000000000001,0
2009,Ponsero,71.83,38.28,33.55,1,122.01,58.71,64.3,1,2,193.84,96.99000000000001,97.85,0.991211037301993,50.18000000000001,0
2009,Schultheiss,65.2,35.9,29.3,0,121.23,63.63,57.6,0,0,186.43,99.53,86.9,1.1453394706559263,56.03,0
2009,FernÃ¡ndez,63.75,35.4,28.35,0,119.8,64.1,55.7,0,0,183.55,99.5,84.05000000000001,1.1838191552647233,56.05,0
2009,Berntsson,68.61,36.66,31.95,0,113.7,55.9,58.8,0,0,182.31,92.56,90.75,1.0199449035812673,45.09,0
2009,Urbas,58.7,32.8,25.9,0,109.01,58.81,51.2,0,0,167.71,91.61,77.1,1.1881971465629053,50.31,0
2009,Domanski,57.0,33.8,23.2,0,104.66,55.56,50.1,0,0,161.66,89.36,73.3,1.219099590723056,47.66,0
2009,Kovalevski,64.28,39.48,25.8,0,101.45,49.55,52.9,0,0,165.73000000000002,89.03,78.7,1.1312579415501907,37.17,0
2009,Macypura,58.3,32.5,26.8,0,100.56,51.96,49.6,0,0,158.86,84.46000000000001,76.4,1.1054973821989529,42.260000000000005,0
2010,Takahashi,89.3,47.4,41.9,0,168.4,81.9,86.5,1,1,257.7,129.3,128.4,1.0070093457943925,79.10000000000001,0
2010,Chan,87.8,47.4,40.4,0,159.42,78.02,82.4,0,0,247.21999999999997,125.41999999999999,122.80000000000001,1.0213355048859933,71.61999999999999,0
2010,BÅ™ezina,81.75,45.4,36.35,0,154.31,77.21,77.1,0,0,236.06,122.60999999999999,113.44999999999999,1.0807404142794181,72.56,0
2010,Joubert,87.7,47.9,39.8,1,154.04,73.84,81.2,2,3,241.74,121.74000000000001,121.0,1.006115702479339,66.33999999999999,0
2010,Rippon,80.11,43.76,36.35,0,151.36,77.16,74.2,0,0,231.47000000000003,120.91999999999999,110.55000000000001,1.0938037087290817,71.25000000000001,0
2010,Abbott,81.05,44.2,36.85,0,151.05,77.15,75.9,1,1,232.10000000000002,121.35000000000001,112.75,1.0762749445676276,70.00000000000001,0
2010,Schultheiss,72.35,41.7,30.65,0,145.91,76.61,69.3,1,1,218.26,118.31,99.94999999999999,1.1836918459229617,73.56,0
2010,Reynolds,71.2,37.9,33.3,1,145.38,80.68,64.7,2,3,216.57999999999998,118.58000000000001,98.0,1.2100000000000002,74.17999999999999,0
2010,Van Der Perren,73.55,39.8,34.75,1,144.88,72.98,71.9,1,2,218.43,112.78,106.65,1.0574777308954524,71.33,0
2010,FernÃ¡ndez,71.65,41.5,30.15,0,144.01,75.31,68.7,1,1,215.66,116.81,98.85,1.1816894284269095,72.35999999999999,0
2010,Contesti,78.4,42.6,35.8,0,140.26,70.96,70.3,0,0,218.66,113.56,106.1,1.070311027332705,61.859999999999985,0
2010,Kozuka,84.2,46.6,37.6,0,132.53,59.83,73.7,1,1,216.73000000000002,106.43,111.30000000000001,0.9562443845462713,48.33,0
2010,Amodio,68.31,37.16,31.15,0,128.94,64.34,64.6,0,0,197.25,101.5,95.75,1.0600522193211488,60.629999999999995,0
2010,Voronov,73.42,39.32,34.1,1,127.18,59.08,69.1,1,2,200.60000000000002,98.4,103.19999999999999,0.9534883720930234,53.760000000000005,0
2010,Ten,77.4,41.9,35.5,0,125.06,59.16,66.9,0,0,202.46,101.06,102.4,0.9869140625,47.66,0
2010,Guan,59.45,30.6,28.85,0,123.23,66.03,57.2,0,0,182.68,96.63,86.05000000000001,1.12295177222545,63.78,0
2010,Bradley,56.1,26.3,30.8,1,123.14,65.24,58.9,2,3,179.24,91.53999999999999,89.7,1.0205128205128204,67.03999999999999,0
2010,Kazakov,54.24,31.14,23.1,0,121.33,66.23,55.1,0,0,175.57,97.37,78.2,1.2451406649616368,67.09,0
2010,Kovalevski,67.6,37.6,30.0,0,118.43,57.33,62.1,0,0,186.03,94.93,92.1,1.030727470141151,50.83000000000001,0
2010,Rakimgaliev,54.6,28.4,27.2,0,111.6,59.0,52.6,0,0,166.2,87.4,79.8,1.0952380952380953,56.99999999999999,0
2010,Pfeifer,59.95,35.0,24.95,0,110.84,56.34,54.5,0,0,170.79000000000002,91.34,79.45,1.1496538703587162,50.89,0
2010,Othman,57.35,29.8,28.55,0,99.06,43.66,56.4,0,0,156.41,73.46,84.95,0.8647439670394349,41.71,0
2010,Nurmenkari,54.45,30.7,23.75,0,93.89,43.59,50.3,0,0,148.34,74.29,74.05,1.0032410533423364,39.44,0
2010,Kim,59.8,35.7,24.1,0,89.51,43.01,49.5,0,0,149.31,78.71000000000001,73.6,1.0694293478260872,29.710000000000008,0
2011,Chan,93.02,51.48,41.54,1,187.96,96.44,91.52,2,3,280.98,147.92,133.06,1.1116789418307529,94.94000000000001,0
2011,Kozuka,77.62,39.83,37.79,0,180.79,98.53,82.26,1,1,258.40999999999997,138.36,120.05000000000001,1.1525197834235734,103.16999999999999,0
2011,Gachinsky,78.34,42.45,35.89,1,163.52,85.66,77.86,1,2,241.86,128.11,113.75,1.1262417582417583,85.18,0
2011,Joubert,71.29,34.37,36.92,1,156.38,80.8,75.58,1,2,227.67000000000002,115.16999999999999,112.5,1.0237333333333332,85.08999999999999,0
2011,BÅ™ezina,77.5,41.1,36.4,0,156.11,83.19,74.92,2,2,233.61,124.28999999999999,111.32,1.116510959396335,78.61000000000001,0
2011,Takahashi,80.25,39.33,40.92,0,152.72,71.64,82.08,0,0,232.97,110.97,123.0,0.9021951219512195,72.47,0
2011,Amodio,77.64,40.46,37.18,0,152.04,74.98,77.06,0,0,229.68,115.44,114.24000000000001,1.0105042016806722,74.39999999999999,0
2011,Dornbush,70.54,38.25,32.29,0,151.88,78.24,73.64,0,0,222.42000000000002,116.49,105.93,1.099688473520249,81.33999999999999,0
2011,Oda,81.81,43.37,38.44,1,150.69,72.25,78.44,0,1,232.5,115.62,116.88,0.9892197125256674,68.88,0
2011,FernÃ¡ndez,69.16,35.77,33.39,0,149.1,84.32,65.78,2,2,218.26,120.09,99.17,1.2109508924069778,79.94,0
2011,Miner,70.4,38.02,32.38,0,147.53,78.75,68.78,0,0,217.93,116.77000000000001,101.16,1.1543100039541323,77.13,0
2011,Bradley,70.45,38.84,31.61,1,142.26,72.74,69.52,2,3,212.70999999999998,111.58,101.13,1.1033323445070702,71.80999999999999,0
2011,Verner,75.94,39.62,37.32,1,140.93,65.85,76.08,1,2,216.87,105.47,113.4,0.9300705467372133,64.99000000000001,0
2011,Ten,71.0,39.23,31.77,0,138.99,71.05,69.94,0,0,209.99,110.28,101.71,1.0842591682233802,67.99000000000001,0
2011,Liebers,67.73,36.51,31.22,0,137.86,73.94,63.92,0,0,205.59000000000003,110.44999999999999,95.14,1.160920748370822,70.13000000000001,0
2011,Kovalevski,65.16,34.23,30.93,0,136.48,69.48,67.0,0,0,201.64,103.71000000000001,97.93,1.0590217502297559,71.32,0
2011,Contesti,64.59,28.62,35.97,0,131.81,63.53,68.28,0,0,196.4,92.15,104.25,0.8839328537170265,67.22,0
2011,Van Der Perren,68.34,35.73,33.61,1,128.76,67.34,61.42,1,2,197.1,103.07,95.03,1.0846048616226454,60.41999999999999,0
2011,Hendrickx,60.74,31.96,28.78,0,127.5,68.08,59.42,0,0,188.24,100.03999999999999,88.2,1.1342403628117912,66.75999999999999,0
2011,Bacchini,58.96,30.77,29.19,0,124.17,64.87,59.3,0,0,183.13,95.64,88.49,1.0808000904056956,65.21000000000001,0
2011,Reynolds,64.36,34.0,31.36,1,122.87,63.65,62.22,2,3,187.23000000000002,97.65,93.58,1.0434921991878607,58.510000000000005,0
2011,Lucine,58.81,31.81,28.0,0,113.12,58.56,55.56,0,0,171.93,90.37,83.56,1.0814983245572045,54.31,0
2011,Song,63.78,35.56,28.22,0,112.31,58.81,54.5,0,0,176.09,94.37,82.72,1.1408365570599615,48.53,0
2011,Russell,61.69,30.9,30.79,0,107.04,50.62,58.42,0,0,168.73000000000002,81.52,89.21000000000001,0.9137989014684451,45.35000000000001,0
2012,Chan,89.41,46.24,43.17,1,176.7,88.56,90.14,2,3,266.11,134.8,133.31,1.0111769559672943,87.28999999999999,0
2012,Hanyu,77.07,38.68,38.39,1,173.99,91.99,83.0,1,2,251.06,130.67,121.39,1.076447812834665,96.92000000000002,0
2012,Takahashi,85.72,43.43,42.29,1,173.94,88.16,85.78,1,2,259.65999999999997,131.59,128.07,1.027484969157492,88.22,0
2012,Amodio,79.96,42.82,38.14,1,163.07,81.41,81.66,1,2,243.02999999999997,124.22999999999999,119.8,1.0369782971619366,83.11,0
2012,Joubert,83.47,44.35,39.12,1,161.11,79.17,81.94,1,2,244.58,123.52000000000001,121.06,1.020320502230299,77.64000000000001,0
2012,Ten,76.0,41.64,34.36,0,153.7,78.78,74.92,1,1,229.7,120.42,109.28,1.1019399707174231,77.69999999999999,0
2012,BÅ™ezina,87.67,48.7,38.97,1,151.88,75.86,77.02,2,3,239.55,124.56,115.99,1.0738856797999827,64.21,0
2012,Abbott,74.85,34.64,41.21,0,151.34,69.78,81.56,1,1,226.19,104.42,122.77000000000001,0.8505335179604138,76.49000000000001,0
2012,Contesti,73.55,37.58,35.97,0,151.34,75.84,75.5,0,0,224.89,113.42,111.47,1.0174934960078945,77.79,0
2012,Van Der Perren,66.38,32.63,33.75,0,147.66,79.86,67.8,1,1,214.04,112.49000000000001,101.55,1.107730182176268,81.28,0
2012,Kozuka,71.78,35.96,37.82,1,146.85,73.55,73.3,1,2,218.63,109.50999999999999,111.12,0.9855111591072713,75.07,0
2012,Song,69.58,39.48,31.1,1,146.75,80.53,67.22,2,3,216.32999999999998,120.00999999999999,98.32,1.220606183889341,77.17,0
2012,Reynolds,72.95,39.49,33.46,1,144.25,73.45,70.8,2,3,217.2,112.94,104.25999999999999,1.0832534049491656,71.3,0
2012,FernÃ¡ndez,81.87,43.72,38.15,1,144.0,69.34,75.66,2,3,225.87,113.06,113.81,0.9934100694139355,62.129999999999995,0
2012,Voronov,66.81,36.52,30.29,1,143.23,77.09,66.14,1,2,210.04,113.61000000000001,96.43,1.1781603235507623,76.41999999999999,0
2012,Rippon,73.55,37.77,35.78,0,143.08,70.24,73.84,1,1,216.63,108.00999999999999,109.62,0.9853128991060024,69.53000000000002,0
2012,Verner,70.38,33.1,37.28,0,140.28,65.94,74.34,0,0,210.66,99.03999999999999,111.62,0.887296183479663,69.9,0
2012,Gachinsky,68.5,31.39,37.11,0,136.56,64.48,74.08,2,2,205.06,95.87,111.19,0.8622178253440058,68.06,0
2012,Liebers,58.21,31.64,28.57,0,125.92,66.14,59.78,0,0,184.13,97.78,88.35,1.1067345783814375,67.71000000000001,0
2012,Caluza,61.87,31.76,30.11,0,122.23,60.73,61.5,0,0,184.1,92.49,91.61,1.0096059382163518,60.36000000000001,0
2012,Pfeifer,60.61,31.28,29.33,0,121.93,61.57,60.36,0,0,182.54000000000002,92.85,89.69,1.0352324673876685,61.32000000000001,0
2012,Lucine,59.93,31.33,28.6,0,121.44,62.24,59.2,0,0,181.37,93.57,87.80000000000001,1.0657175398633256,61.51,0
2012,Ge,65.29,33.72,31.57,0,121.12,57.62,64.5,0,0,186.41000000000003,91.34,96.07,0.9507650671385449,55.83,0
2012,Raya,57.22,29.3,27.92,0,110.26,53.24,58.02,0,0,167.48000000000002,82.54,85.94,0.9604375145450316,53.040000000000006,0
2013,Ten,91.56,50.81,40.75,1,174.92,87.76,87.16,1,2,266.48,138.57,127.91,1.0833398483308576,83.35999999999999,0
2013,Chan,98.37,52.7,45.67,1,169.41,82.13,89.28,2,3,267.78,134.82999999999998,134.95,0.9991107817710263,71.03999999999999,0
2013,Hanyu,75.94,36.12,40.82,1,169.05,89.05,80.0,2,3,244.99,125.16999999999999,120.82,1.0360039728521768,93.11000000000001,0
2013,FernÃ¡ndez,80.76,40.2,40.56,1,168.3,83.0,85.3,2,3,249.06,123.2,125.86,0.9788654060066742,87.54,0
2013,Mura,73.46,36.17,37.29,0,160.72,84.5,76.22,1,1,234.18,120.67,113.50999999999999,1.0630781428948992,87.26,0
2013,Aaron,78.2,43.56,34.64,1,160.16,85.86,74.3,1,2,238.36,129.42000000000002,108.94,1.1879933908573528,81.96,0
